zip,1,2,3,4,5,6,elderlyReturns,returnsTotalwSalariesWages,returnsDependentCareCredit,returnsEducationCredit,risk_group,propensity_score,price_shift,y_0,y_0_corrected,y_1,y_1_corrected,treatment_effect,treatment_effect_no_corr
27520,0.25381596162232883,0.23680767553423462,0.16921064108155254,0.11120802442215438,0.18578281726995202,0.043174880069777585,0.20671609245529873,0.8469254252071522,0.2965547317924117,0.05931094635848234,False,0.2848439438225005,15.868592656940539,13.094207018599562,16.973619930475095,9.011160650435539,9.011160650435539,-7.962459280039557,-4.083046368164023
27524,0.29790660225442833,0.2576489533011272,0.1529790660225443,0.10466988727858294,0.15136876006441224,0.03542673107890499,0.22705314009661837,0.822866344605475,0.29307568438003223,0.04830917874396135,True,0.32025356599201227,11.007547639844773,12.803847270635082,12.803847270635082,7.588432926890622,18.264706592612832,5.46085932197775,-5.21541434374446
27526,0.21395955642530984,0.1735159817351598,0.1350293542074364,0.10926288323548597,0.2667971298108284,0.10143509458577951,0.25962165688193084,0.8193085453359426,0.3176777560339204,0.05251141552511415,True,0.2647063172731433,10.772216320021988,7.682285440589968,7.682285440589968,7.004131767550561,21.23909446616739,13.556809025577422,-0.6781536730394073
27529,0.2543415340086831,0.23299565846599132,0.15810419681620838,0.10672937771345875,0.19609261939218525,0.05173661360347323,0.22829232995658466,0.829232995658466,0.276410998552822,0.05535455861070912,True,0.2925758199871767,14.43979681902956,12.966680286109696,12.966680286109696,9.324924404570147,26.80713607429594,13.840455788186244,-3.6417558815395488
27530,0.3570536828963795,0.27715355805243447,0.14357053682896379,0.08114856429463171,0.11298377028714107,0.028089887640449437,0.2596754057428215,0.8295880149812734,0.2546816479400749,0.05056179775280899,True,0.3625434806759785,4.756699013680898,13.733153025421561,13.733153025421561,7.548374141287702,-0.15187500510875473,-13.885028030530316,-6.184778884133859
27534,0.29770992366412213,0.31297709923664124,0.1568355308813324,0.08605135322692574,0.11380985426786953,0.03261623872310895,0.2588480222068008,0.8230395558639834,0.2532963219986121,0.056210964607911175,True,0.34632089639258257,2.5020052448724073,14.406622658381366,14.406622658381366,7.776146344622298,-7.4529118920808894,-21.859534550462257,-6.630476313759068
27539,0.21145745577085087,0.14574557708508845,0.10614995787700084,0.08256107834877843,0.2443133951137321,0.20977253580454927,0.22240943555181128,0.8458298230834035,0.34203875315922494,0.05560235888795282,False,0.24174785131814325,2.966611724298751,6.206312106323303,1.933722325131865,5.777342361361388,5.777342361361388,3.843620036229523,-0.42896974496191476
27540,0.19495412844036697,0.12798165137614678,0.10550458715596331,0.08944954128440367,0.2811926605504587,0.20091743119266056,0.17339449541284405,0.8766055045871559,0.4068807339449541,0.054587155963302755,False,0.21212741607862368,6.408424169045568,4.903540106290105,6.8136003031628,5.005176847011722,5.005176847011722,-1.8084234561510781,0.10163674072161655
27542,0.3088888888888889,0.2777777777777778,0.14444444444444443,0.09777777777777778,0.14222222222222222,0.028888888888888888,0.24222222222222223,0.8355555555555556,0.27111111111111114,0.051111111111111114,False,0.3318619481785814,10.02413933701478,13.683729617175423,8.206433016294524,7.947285664368589,7.947285664368589,-0.2591473519259342,-5.736443952806834
27545,0.2625,0.24875,0.17,0.109375,0.1675,0.041875,0.183125,0.853125,0.298125,0.06,False,0.2850742680102217,14.731919059363241,14.324695701652285,14.894298024648233,9.425803015932999,9.425803015932999,-5.468495008715234,-4.898892685719286
27546,0.2848904267589389,0.26528258362168394,0.1637831603229527,0.09803921568627451,0.1568627450980392,0.031141868512110725,0.22029988465974626,0.8489042675893888,0.29296424452133796,0.05536332179930796,False,0.3089871146462003,6.688738280492013,13.310657966223818,3.727740156606748,8.104986106272484,8.104986106272484,4.3772459496657365,-5.205671859951334
27559,0.275,0.20833333333333334,0.15833333333333333,0.1,0.18333333333333332,0.075,0.30833333333333335,0.7833333333333333,0.225,0.05,False,0.32995750764837944,10.273374259848689,11.21184693204997,9.81123028024993,8.678384257575779,8.678384257575779,-1.1328460226741512,-2.5334626744741904
27560,0.17314864144912093,0.16995205114544487,0.16196057538625466,0.1241342567927544,0.2477357485348961,0.12306872669152903,0.12466702184336707,0.906766116142781,0.29941395844432606,0.06393180607352157,False,0.20708120495472718,6.695186767853456,14.49942168217358,4.657007852300207,12.706433666790486,12.706433666790486,8.049425814490279,-1.7929880153830933
27565,0.2949512843224092,0.2887511071744907,0.1612046058458813,0.09300265721877768,0.1275465013286094,0.03454384410983171,0.28520814880425155,0.8237378210806023,0.2745792736935341,0.048715677590788306,False,0.34494638743768896,12.472334432080867,11.638774567022086,12.911280891807051,6.022658835273333,6.022658835273333,-6.888622056533718,-5.616115731748753
27569,0.29198966408268734,0.26356589147286824,0.165374677002584,0.10594315245478036,0.14987080103359174,0.023255813953488372,0.2144702842377261,0.8527131782945736,0.3178294573643411,0.059431524547803614,True,0.3090035401113857,9.82824929566759,12.362097001219254,12.362097001219254,6.929287719976266,16.310932909692678,3.9488359084734235,-5.432809281242989
27573,0.37888198757763975,0.3022774327122153,0.14906832298136646,0.07867494824016563,0.07453416149068323,0.016563146997929608,0.2732919254658385,0.8260869565217391,0.2443064182194617,0.041407867494824016,False,0.38819467219797466,17.34577542701725,14.235613951354381,19.31919419220722,6.901703384620955,6.901703384620955,-12.417490807586265,-7.333910566733426
27576,0.3411042944785276,0.2822085889570552,0.147239263803681,0.08834355828220859,0.12024539877300613,0.020858895705521473,0.21226993865030674,0.8257668711656442,0.2920245398773006,0.04785276073619632,False,0.3423810363380317,17.147250743216347,14.160869101328668,18.70207275710212,7.54949337068717,7.54949337068717,-11.15257938641495,-6.611375730641498
27577,0.30632235084594833,0.26447016918967053,0.1549421193232413,0.09706144256455922,0.13980409617097062,0.037399821905609976,0.2341941228851291,0.8219056099732859,0.2894033837934105,0.048975957257346395,True,0.32870184473366487,15.266205109078523,12.758164001457473,12.758164001457473,7.286634289584544,31.56264900425563,18.804485002798156,-5.471529711872929
27581,0.21910112359550563,0.24719101123595505,0.19101123595505617,0.1404494382022472,0.16853932584269662,0.033707865168539325,0.25280898876404495,0.8370786516853933,0.29775280898876405,0.05056179775280899,False,0.29005504045158426,15.515706585909793,11.214956308057822,17.27282068192084,7.169089876740134,7.169089876740134,-10.103730805180707,-4.0458664313176875
