zip,pct_poverty,pct_black,pct_college_plus,pct_mortgage
25245,0.11666666666666667,0.0,0.07414829659318638,0.17669172932330826
25268,0.25933609958506226,0.0,0.24966442953020135,0.4675324675324675
25286,0.28411764705882353,0.0,0.045029736618521665,0.5482625482625483
25303,0.10531803962460896,0.09225310467179183,0.3916907813145928,0.6074812967581047
25311,0.24612816470370028,0.1535935789857716,0.26417493007882026,0.4783950617283951
25419,0.0894449499545041,0.05234134876152594,0.19779507133592736,0.7084084084084085
25434,0.1673758865248227,0.03296703296703297,0.10161779575328615,0.6467391304347826
25446,0.06035205364626991,0.010896898575020955,0.2888165038002172,0.7681159420289855
25106,0.2792642140468227,0.0,0.08144796380090498,0.25862068965517243
25501,0.14607679465776294,0.0,0.04880694143167028,0.21212121212121213
25507,0.1118421052631579,0.005154639175257732,0.21968365553602812,0.33905579399141633
25515,0.12091179385530228,0.0,0.05515898767034393,0.4244604316546763
25520,0.11556446225784903,0.0,0.11156601842374617,0.18468468468468469
25535,0.07224606580829757,0.008226037195994278,0.31461286804798255,0.5006535947712418
25564,0.14565587734241908,0.0,0.15028901734104047,0.4564102564102564
25601,0.1705255420801176,0.03324348607367475,0.15807644882860666,0.33008356545961004
25606,0.33899412148922276,0.043762246897452645,0.06646216768916155,0.6143187066974596
25608,0.1759927797833935,0.0,0.1774193548387097,0.13636363636363635
25617,0.2521246458923513,0.0028328611898017,0.05517241379310345,0.1947565543071161
25621,0.2054120541205412,0.0,0.135089209855565,0.14963503649635038
25628,0.47668393782383417,0.0,0.0,0.5567010309278351
25632,0.5374331550802139,0.0,0.2072072072072072,0.3373493975903614
25644,0.6702127659574468,0.0,0.15568862275449102,0.0
25671,0.3555404486743712,0.0,0.04597701149425287,0.30424528301886794
25817,0.2570621468926554,0.0,0.0,0.45549738219895286
25818,0.3172866520787746,0.0,0.20723684210526316,1.0
25836,0.8324873096446701,0.0,0.0,0.0
25843,0.27157129881925524,0.0,0.2782608695652174,0.7780979827089337
25666,0.45955882352941174,0.0,0.0,0.08648648648648649
25650,0.19534883720930232,0.0,0.18032786885245902,0.0
26541,0.053994082840236685,0.02190580503833516,0.1949367088607595,0.6099881093935791
26576,0.2159090909090909,0.0,0.15833333333333333,0.3875968992248062
26627,0.7354651162790697,0.0,0.0,1.0
26629,0.06840390879478828,0.0,0.1259259259259259,0.10077519379844961
26676,0.0,0.0,0.23404255319148937,0.11594202898550725
26680,0.4881656804733728,0.0,0.0,0.7640449438202247
26714,0.31516587677725116,0.0,0.0855457227138643,0.34285714285714286
26726,0.1540268456375839,0.05220564900031736,0.16079270352437788,0.5061405800888424
26731,0.03309692671394799,0.0,0.10410094637223975,0.4540229885057471
26753,0.1709931334784793,0.002975698462555794,0.20796139927623644,0.5526315789473685
26757,0.18716323296354992,0.03711495116453794,0.15165979605120417,0.5670212765957446
26804,0.21279761904761904,0.025297619047619048,0.1437125748502994,0.34024896265560167
26823,0.75177304964539,0.0,0.11347517730496454,0.41836734693877553
26855,0.0975177304964539,0.0,0.0658682634730539,0.6065573770491803
26003,0.11960326721120186,0.038909655808534394,0.321730633150251,0.4713648978218821
26031,0.1377284595300261,0.04353393085787452,0.10876623376623376,0.4382284382284382
26150,0.09974826935179358,0.01068846274756366,0.27784290738569756,0.571656050955414
26152,0.0,0.0,0.0,0.0
26159,0.17984962406015037,0.0030075187969924814,0.08305921052631579,0.42034943473792397
26180,0.19921363040629095,0.0,0.12344983089064261,0.44050632911392407
26184,0.12376041253470844,0.0058309037900874635,0.12989801395598496,0.4264705882352941
26217,0.37727272727272726,0.0,0.0,0.0
26224,0.07462686567164178,0.0,0.10679611650485436,0.22429906542056074
26259,1.0,0.0,0.0,0.0
26269,0.04192355117139334,0.0,0.14392803598200898,0.4208860759493671
26278,0.048494983277591976,0.0,0.07311827956989247,0.2317596566523605
26294,0.1506228765571914,0.013590033975084938,0.17793103448275863,0.4961636828644501
26327,0.0,0.0,0.0,0.47058823529411764
28119,0.12279966471081308,0.6039314094521121,0.07108433734939759,0.345565749235474
26034,0.13923745173745175,0.0,0.08417402269861286,0.39808306709265173
26037,0.14644284572342126,0.01002004008016032,0.1716052014495843,0.3869184707508061
26062,0.13137369601247928,0.033760354459641685,0.21158739479350167,0.4894140817331364
26143,0.19916044776119404,0.003495688650664181,0.1189034109021358,0.4541832669322709
26149,0.19304618578100674,0.0,0.11884669479606189,0.3390894819466248
26201,0.18231388004103008,0.02464983181886641,0.18490594207226038,0.4936288088642659
26266,0.2692307692307692,0.0,0.0,0.5116279069767442
26267,0.07467532467532467,0.0,0.11538461538461539,0.7846153846153846
26292,0.10760667903525047,0.0,0.10940499040307101,0.26595744680851063
26320,0.11842105263157894,0.0,0.09297052154195011,0.24015748031496062
26347,0.27251461988304093,0.004270186335403727,0.22061855670103092,0.4344512195121951
26385,0.07761338830948339,0.0011896264572924102,0.1993138936535163,0.5647668393782384
26411,0.026030368763557483,0.0,0.11755725190839694,0.38308457711442784
26419,0.16872037914691942,0.13838862559241707,0.09333333333333334,0.23734177215189872
26430,0.14323607427055704,0.0593607305936073,0.06440677966101695,0.46236559139784944
